Rk,G,Date,Unnamed: 3_level_1,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Unnamed: 24_level_1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Team,DRB
1,1,2018-10-17,@,NYK,L,107,126,41,0.38888888888888884,0.4876543209876544,10,0.4565217391304347,0.29372197309417053,15,0.30952380952380953,0.7734056987788331,0.25,45,0.2692307692307693,0.35000000000000003,0.15789473684210525,0.9130434782608695,0.7241379310344829,,45,99,0.455,12,33,0.364,24,31,0.774,10,46,21,12,6,15,23,ATL,0.5862068965517241
2,2,2018-10-19,@,MEM,L,117,131,41,0.2592592592592593,0.6049382716049382,14,0.32608695652173914,0.7174887892376685,21,0.738095238095238,0.43419267299864306,0.45000000000000007,40,0.576923076923077,0.45,0.2631578947368421,0.6956521739130435,0.7586206896551724,,44,81,0.543,13,26,0.5,30,43,0.698,7,41,32,9,4,16,29,ATL,0.27586206896551724
3,3,2018-10-21,@,CLE,W,133,111,48,0.537037037037037,0.5925925925925924,22,0.6956521739130433,0.7197309417040361,15,0.33333333333333326,0.7137042062415198,0.35,44,0.7692307692307693,0.45,0.3684210526315789,0.3913043478260869,0.41379310344827586,,46,99,0.465,10,27,0.37,9,14,0.643,15,49,23,5,2,18,25,ATL,0.48275862068965514
4,4,2018-10-24,,DAL,W,111,104,37,0.40740740740740744,0.3364197530864196,15,0.5,0.5560538116591929,22,0.619047619047619,0.6065128900949796,0.4,54,0.6153846153846155,0.30000000000000004,0.3157894736842105,0.5217391304347826,0.5862068965517242,,38,91,0.418,12,40,0.3,16,26,0.615,9,52,25,7,9,17,27,ATL,0.793103448275862
5,5,2018-10-27,,CHI,L,85,97,27,0.2777777777777777,0.07098765432098764,12,0.5434782608695652,0.34304932735426014,19,0.4285714285714285,0.7639077340569878,0.45000000000000007,48,0.3076923076923077,0.45,0.42105263157894735,0.8260869565217391,0.13793103448275862,,36,83,0.434,12,33,0.364,13,16,0.813,8,52,25,14,6,20,21,ATL,0.5517241379310344
6,6,2018-10-29,@,PHI,L,92,113,35,0.462962962962963,0.22839506172839508,8,0.4782608695652174,0.15470852017937226,14,0.38095238095238093,0.548168249660787,0.4,47,0.3076923076923077,0.5,0.15789473684210525,0.4347826086956521,0.3103448275862069,,41,99,0.414,14,47,0.298,17,18,0.944,16,64,33,7,9,19,22,ATL,0.5517241379310344
7,7,2018-10-30,@,CLE,L,114,136,44,0.2407407407407407,0.7376543209876544,15,0.4347826086956521,0.6322869955156951,11,0.2857142857142857,0.5210312075983717,0.20000000000000004,39,0.5,0.30000000000000004,0.42105263157894735,0.8260869565217391,0.6896551724137931,,45,90,0.5,13,25,0.52,33,43,0.767,13,48,23,13,1,13,20,ATL,0.4137931034482759
8,8,2018-11-01,,SAC,L,115,146,42,0.33333333333333326,0.5709876543209876,8,0.34782608695652173,0.24887892376681625,23,0.6904761904761905,0.5603799185888738,0.4,43,0.5384615384615384,0.30000000000000004,0.3157894736842105,0.8260869565217391,0.6551724137931034,,53,98,0.541,14,35,0.4,26,32,0.813,10,46,38,14,3,14,29,ATL,0.4137931034482759
9,9,2018-11-03,,MIA,W,123,118,46,0.35185185185185186,0.6944444444444445,13,0.3695652173913043,0.5807174887892379,18,0.4285714285714285,0.7055630936227952,0.30000000000000004,37,0.8076923076923078,0.55,0.3684210526315789,0.5652173913043478,0.41379310344827586,,41,85,0.482,16,40,0.4,20,26,0.769,13,41,27,6,6,17,20,ATL,0.27586206896551724
10,10,2018-11-06,@,CHO,L,102,113,41,0.2962962962962963,0.5679012345679012,6,0.32608695652173914,0.11883408071748885,14,0.30952380952380953,0.6987788331071914,0.25,37,0.3846153846153847,0.65,0.47368421052631576,0.8260869565217391,0.3103448275862069,,45,92,0.489,13,31,0.419,10,18,0.556,8,43,27,9,4,21,16,ATL,0.31034482758620696
11,11,2018-11-07,,NYK,L,107,112,37,0.42592592592592604,0.32098765432098764,11,0.5,0.3183856502242152,22,0.5714285714285714,0.6729986431478969,0.65,45,0.5384615384615384,0.25,0.47368421052631576,0.608695652173913,0.7241379310344829,,34,77,0.442,11,30,0.367,33,47,0.702,11,48,15,8,7,16,30,ATL,0.31034482758620696
12,12,2018-11-09,,DET,L,109,124,36,0.18518518518518512,0.4876543209876544,7,0.28260869565217395,0.2309417040358745,30,0.8333333333333333,0.66078697421981,0.35,53,0.1923076923076923,0.30000000000000004,0.10526315789473684,0.5652173913043478,0.41379310344827586,,46,97,0.474,20,47,0.426,12,19,0.632,10,44,30,10,6,10,31,ATL,0.793103448275862
13,13,2018-11-11,@,LAL,L,106,107,41,0.4814814814814814,0.4135802469135802,13,0.4782608695652174,0.4573991031390135,11,0.1904761904761905,0.791044776119403,0.4,44,0.5,0.55,0.21052631578947367,0.608695652173913,0.4827586206896552,,39,92,0.424,14,38,0.368,15,24,0.625,17,48,28,12,9,22,23,ATL,0.4482758620689654
14,14,2018-11-13,@,GSW,L,103,110,40,0.37037037037037046,0.46604938271604934,12,0.3695652173913043,0.5112107623318387,11,0.23809523809523805,0.6377204884667571,0.4,42,0.5,0.45,0.10526315789473684,0.4782608695652174,0.3103448275862069,,39,91,0.429,12,27,0.444,20,21,0.952,13,48,28,8,6,13,20,ATL,0.3793103448275862
15,15,2018-11-15,@,DEN,L,93,138,32,0.42592592592592604,0.1543209876543209,9,0.5869565217391304,0.15022421524663682,20,0.5238095238095237,0.6485753052917231,0.65,43,0.3076923076923077,0.35000000000000003,0.2631578947368421,0.6956521739130435,0.44827586206896547,,53,94,0.564,13,31,0.419,19,25,0.76,11,56,34,12,6,15,24,ATL,0.2413793103448275
16,16,2018-11-17,@,IND,L,89,97,31,0.33333333333333326,0.17901234567901236,8,0.30434782608695654,0.2892376681614351,19,0.5238095238095237,0.598371777476255,0.15,41,0.3076923076923077,0.75,0.3157894736842105,0.6521739130434782,0.5172413793103448,,35,87,0.402,12,30,0.4,15,21,0.714,10,53,25,11,6,22,26,ATL,0.5172413793103449
17,17,2018-11-19,,LAC,L,119,127,45,0.5925925925925926,0.45679012345679004,12,0.5,0.37892376681614354,17,0.33333333333333326,0.8575305291723203,0.7000000000000001,51,0.6538461538461539,0.30000000000000004,0.3157894736842105,0.4782608695652174,1.0,,40,93,0.43,10,33,0.303,37,47,0.787,15,52,24,9,8,15,22,ATL,0.48275862068965514
18,18,2018-11-21,,TOR,L,108,124,42,0.4444444444444444,0.47530864197530864,10,0.4565217391304347,0.29372197309417053,14,0.30952380952380953,0.6987788331071914,0.35,34,0.46153846153846156,0.5,0.3684210526315789,0.26086956521739124,0.41379310344827586,,48,90,0.533,11,29,0.379,17,23,0.739,14,55,33,6,1,17,21,ATL,0.13793103448275856
19,19,2018-11-23,,BOS,L,96,114,35,0.22222222222222232,0.4135802469135802,6,0.4347826086956521,0.053811659192825156,20,0.5714285714285714,0.5793758480325644,0.15,40,0.3846153846153847,0.45,0.3684210526315789,0.7391304347826086,0.5862068965517242,,42,91,0.462,13,40,0.325,17,21,0.81,7,43,31,11,7,16,29,ATL,0.48275862068965514
20,20,2018-11-25,,CHO,W,124,123,50,0.462962962962963,0.7222222222222222,16,0.5217391304347826,0.5896860986547086,8,0.14285714285714282,0.6295793758480325,0.35,41,0.8461538461538461,0.25,0.47368421052631576,0.5217391304347826,0.4827586206896552,,41,92,0.446,18,45,0.4,23,28,0.821,10,42,30,8,4,10,15,ATL,0.3793103448275862
21,21,2018-11-27,@,MIA,W,115,113,38,0.20370370370370372,0.5462962962962962,12,0.34782608695652173,0.5381165919282513,27,0.6428571428571428,0.7883310719131613,0.4,46,0.3846153846153847,0.65,0.3684210526315789,0.9130434782608695,0.5172413793103448,,40,87,0.46,13,38,0.342,20,30,0.667,11,43,22,20,3,20,25,ATL,0.5172413793103449
22,22,2018-11-28,@,CHO,L,94,108,32,0.4444444444444444,0.14197530864197516,11,0.6304347826086957,0.2309417040358745,19,0.40476190476190466,0.8154681139755766,0.7000000000000001,54,0.3076923076923077,0.55,0.42105263157894735,0.6956521739130435,0.5517241379310345,,38,83,0.458,4,20,0.2,28,37,0.757,5,44,20,15,5,14,21,ATL,0.5862068965517241
23,23,2018-11-30,@,OKC,L,109,124,43,0.5,0.4629629629629629,11,0.4565217391304347,0.35650224215246645,12,0.3571428571428571,0.457259158751696,0.6000000000000001,42,0.5384615384615384,0.75,0.15789473684210525,0.7826086956521738,0.10344827586206895,,46,88,0.523,18,41,0.439,14,15,0.933,7,46,30,12,7,20,24,ATL,0.2413793103448275
24,24,2018-12-03,,GSW,L,111,128,44,0.38888888888888884,0.5895061728395062,5,0.23913043478260865,0.10089686098654715,18,0.45238095238095233,0.66078697421981,0.35,35,0.42307692307692313,0.5,0.21052631578947367,0.6521739130434782,0.41379310344827586,,48,82,0.585,13,24,0.542,19,22,0.864,6,39,33,10,8,20,24,ATL,0.1724137931034483
25,25,2018-12-05,,WAS,L,117,131,41,0.42592592592592604,0.45679012345679004,12,0.5,0.37892376681614354,23,0.619047619047619,0.649932157394844,0.30000000000000004,43,0.6153846153846155,0.65,0.21052631578947367,0.608695652173913,0.6206896551724137,,46,95,0.484,12,38,0.316,27,32,0.844,12,49,35,9,4,15,24,ATL,0.48275862068965514
26,26,2018-12-08,,DEN,W,106,98,40,0.4444444444444444,0.40740740740740733,15,0.5869565217391304,0.4708520179372198,11,0.26190476190476186,0.5766621438263229,0.35,51,0.8076923076923078,0.45,0.5789473684210527,0.6521739130434782,0.4827586206896552,,36,97,0.371,9,36,0.25,17,21,0.81,11,48,28,11,4,15,16,ATL,0.7241379310344828
27,27,2018-12-12,@,DAL,L,107,114,43,0.4444444444444444,0.506172839506173,11,0.3913043478260869,0.41704035874439477,10,0.21428571428571427,0.6119402985074627,0.7000000000000001,44,0.34615384615384615,0.35000000000000003,0.10526315789473684,0.7826086956521738,0.7241379310344829,,35,75,0.467,12,34,0.353,32,43,0.744,4,36,22,13,5,14,16,ATL,0.2413793103448275
28,28,2018-12-14,@,BOS,L,108,129,36,0.3148148148148149,0.3734567901234568,16,0.5,0.6143497757847534,20,0.6428571428571428,0.49118046132971505,0.7000000000000001,44,0.576923076923077,0.5,0.2631578947368421,0.9130434782608695,0.3448275862068965,,46,95,0.484,19,39,0.487,18,20,0.9,13,47,28,15,9,21,21,ATL,0.2413793103448275
29,29,2018-12-16,@,BRK,L,127,144,47,0.2962962962962963,0.7870370370370371,14,0.30434782608695654,0.7533632286995517,19,0.47619047619047616,0.6743554952510176,0.30000000000000004,33,1.0,0.45,0.2631578947368421,0.4782608695652174,0.44827586206896547,,49,88,0.557,16,40,0.4,30,33,0.909,10,39,34,12,3,13,21,ATL,0.13793103448275856
30,30,2018-12-18,,WAS,W,118,110,37,0.18518518518518512,0.5246913580246914,12,0.3695652173913043,0.5112107623318387,32,0.8095238095238094,0.7571234735413839,0.55,49,0.42307692307692313,0.2,0.2631578947368421,0.8695652173913043,0.6896551724137931,,36,83,0.434,13,40,0.325,25,36,0.694,9,37,26,14,1,15,32,ATL,0.5172413793103449
31,31,2018-12-21,@,NYK,W,114,107,43,0.40740740740740744,0.5401234567901233,10,0.30434782608695654,0.4439461883408072,18,0.45238095238095233,0.66078697421981,0.65,54,0.6538461538461539,0.2,0.05263157894736842,0.5652173913043478,0.3103448275862069,,41,84,0.488,8,27,0.296,17,24,0.708,4,35,20,8,3,12,22,ATL,0.6206896551724138
32,32,2018-12-23,@,DET,W,98,95,36,0.40740740740740744,0.30246913580246926,6,0.17391304347826086,0.2556053811659194,20,0.47619047619047616,0.7286295793758482,0.65,54,0.46153846153846156,0.45,0.47368421052631576,0.5652173913043478,0.5517241379310345,,34,83,0.41,10,29,0.345,17,27,0.63,5,41,21,6,9,16,25,ATL,0.6206896551724138
33,33,2018-12-26,,IND,L,121,129,45,0.37037037037037046,0.6419753086419754,17,0.4565217391304347,0.7286995515695069,14,0.30952380952380953,0.6987788331071914,0.45000000000000007,41,0.8076923076923078,0.4,0.3157894736842105,0.6956521739130435,0.5172413793103448,,46,83,0.554,13,27,0.481,24,33,0.727,10,39,35,13,3,16,17,ATL,0.31034482758620696
34,34,2018-12-28,@,MIN,W,123,120,47,0.574074074074074,0.530864197530864,16,0.4347826086956521,0.6950672645739913,13,0.3571428571428571,0.5251017639077341,0.7500000000000001,58,0.7692307692307693,0.5,0.3157894736842105,0.8695652173913043,0.8275862068965518,,44,98,0.449,11,32,0.344,21,38,0.553,16,47,28,14,9,14,26,ATL,0.689655172413793
35,35,2018-12-29,,CLE,W,111,108,43,0.537037037037037,0.43518518518518523,10,0.4782608695652174,0.2757847533632288,15,0.47619047619047616,0.457259158751696,0.7500000000000001,53,0.576923076923077,0.35000000000000003,0.21052631578947367,0.4347826086956521,0.5517241379310345,,40,85,0.471,5,23,0.217,23,29,0.793,10,44,27,9,2,12,23,ATL,0.5172413793103449
36,36,2018-12-31,@,IND,L,108,116,41,0.4814814814814814,0.4135802469135802,13,0.3695652173913043,0.5807174887892379,13,0.33333333333333326,0.57123473541384,0.9500000000000001,53,0.46153846153846156,0.4,0.2631578947368421,0.608695652173913,0.4827586206896552,,42,84,0.5,11,24,0.458,21,29,0.724,8,39,29,13,6,11,18,ATL,0.3793103448275862
37,37,2019-01-02,@,WAS,L,98,114,40,0.4814814814814814,0.37962962962962965,10,0.34782608695652173,0.3946188340807176,8,0.1904761904761905,0.4776119402985074,0.55,50,0.5384615384615384,0.25,0.3157894736842105,0.4782608695652174,0.3448275862068965,,43,92,0.467,11,29,0.379,17,23,0.739,10,48,29,10,2,10,20,ATL,0.5517241379310344
38,38,2019-01-04,@,MIL,L,112,144,37,0.2962962962962963,0.4228395061728395,14,0.5652173913043478,0.4349775784753364,24,0.7142857142857142,0.5739484396200815,0.15,31,0.5384615384615384,0.55,0.15789473684210525,0.7826086956521738,0.4827586206896552,,55,100,0.55,14,40,0.35,20,28,0.714,12,54,36,11,8,14,26,ATL,0.1724137931034483
39,39,2019-01-06,,MIA,W,106,82,43,0.40740740740740744,0.5401234567901233,10,0.19565217391304346,0.6053811659192825,10,0.1904761904761905,0.6865671641791045,0.6000000000000001,59,0.5,0.35000000000000003,0.10526315789473684,0.608695652173913,0.44827586206896547,,31,87,0.356,5,34,0.147,15,27,0.556,12,41,23,11,7,13,17,ATL,0.8275862068965517
40,40,2019-01-08,@,TOR,L,101,104,40,0.33333333333333326,0.5000000000000001,10,0.26086956521739124,0.5,11,0.26190476190476186,0.5766621438263229,0.55,50,0.3846153846153847,0.6000000000000001,0.10526315789473684,0.9999999999999999,0.44827586206896547,,37,80,0.463,10,32,0.313,20,27,0.741,6,39,26,18,7,18,20,ATL,0.5517241379310344
41,41,2019-01-09,@,BRK,L,100,116,36,0.5555555555555556,0.2037037037037036,6,0.4347826086956521,0.053811659192825156,22,0.47619047619047616,0.8371777476255089,0.8,52,0.1923076923076923,0.4,0.3157894736842105,0.6956521739130435,0.5172413793103448,,43,95,0.453,10,30,0.333,20,26,0.769,18,54,21,10,9,18,28,ATL,0.4482758620689654
42,42,2019-01-11,@,PHI,W,123,121,45,0.22222222222222232,0.7962962962962964,12,0.21739130434782605,0.7466367713004485,21,0.5238095238095237,0.6987788331071914,0.65,44,0.576923076923077,0.35000000000000003,0.21052631578947367,0.7826086956521738,0.5172413793103448,,45,87,0.517,11,33,0.333,20,27,0.741,11,30,31,13,4,15,23,ATL,0.27586206896551724
43,43,2019-01-13,,MIL,L,114,133,39,0.5,0.33333333333333337,12,0.5,0.37892376681614354,24,0.5952380952380951,0.7286295793758482,0.8,54,0.2692307692307693,0.15000000000000002,0.2631578947368421,0.9130434782608695,0.7241379310344829,,49,92,0.533,11,30,0.367,24,33,0.727,8,39,28,13,4,14,25,ATL,0.5172413793103449
44,44,2019-01-15,,OKC,W,142,126,56,0.38888888888888884,0.9999999999999999,18,0.4782608695652174,0.7600896860986548,12,0.26190476190476186,0.66078697421981,0.4,44,0.923076923076923,0.4,0.21052631578947367,0.6521739130434782,0.6551724137931034,,43,94,0.457,9,32,0.281,31,41,0.756,15,40,22,16,3,12,18,ATL,0.4482758620689654
45,45,2019-01-19,,BOS,L,105,113,40,0.42592592592592604,0.4228395061728395,12,0.5652173913043478,0.3273542600896861,13,0.21428571428571427,0.9036635006784262,0.55,49,0.6153846153846155,0.4,0.3157894736842105,0.7391304347826086,0.37931034482758624,,39,88,0.443,12,32,0.375,23,25,0.92,11,43,19,10,8,15,18,ATL,0.5172413793103449
46,46,2019-01-21,,ORL,L,103,122,39,0.3148148148148149,0.4783950617283951,9,0.32608695652173914,0.34304932735426014,16,0.4285714285714285,0.5875169606512889,0.35,44,0.42307692307692313,0.25,0.15789473684210525,0.4347826086956521,0.5172413793103448,,46,91,0.505,11,29,0.379,19,21,0.905,9,45,29,8,8,11,22,ATL,0.48275862068965514
47,47,2019-01-23,@,CHI,W,121,101,45,0.38888888888888884,0.6234567901234568,15,0.5434782608695652,0.5112107623318387,16,0.38095238095238093,0.6770691994572591,0.7000000000000001,51,0.7307692307692307,0.55,0.10526315789473684,0.608695652173913,0.37931034482758624,,35,79,0.443,8,26,0.308,23,27,0.852,7,37,20,7,6,15,21,ATL,0.48275862068965514
48,48,2019-01-26,@,POR,L,111,120,42,0.42592592592592604,0.4907407407407408,12,0.3913043478260869,0.48654708520179374,15,0.3571428571428571,0.66078697421981,0.35,36,0.46153846153846156,0.45,0.3684210526315789,0.30434782608695654,0.6206896551724137,,41,82,0.5,11,30,0.367,27,30,0.9,11,47,26,8,7,18,23,ATL,0.2068965517241379
49,49,2019-01-28,@,LAC,W,123,118,44,0.33333333333333326,0.6419753086419754,10,0.4130434782608695,0.3295964125560538,25,0.5714285714285714,0.8127544097693351,0.65,44,0.6153846153846155,0.35000000000000003,0.3157894736842105,0.608695652173913,0.5517241379310345,,41,85,0.482,10,27,0.37,26,28,0.929,13,38,27,10,4,16,26,ATL,0.27586206896551724
50,50,2019-01-30,@,SAC,L,113,135,38,0.3148148148148149,0.44444444444444453,16,0.6739130434782609,0.45067264573991034,21,0.47619047619047616,0.7829036635006783,0.35,36,0.46153846153846156,0.35000000000000003,0.15789473684210525,0.7391304347826086,0.3448275862068965,,54,99,0.545,11,35,0.314,16,21,0.762,15,53,36,7,2,14,24,ATL,0.2068965517241379
51,51,2019-02-01,@,UTA,L,112,128,39,0.537037037037037,0.3086419753086421,14,0.6739130434782609,0.352017937219731,20,0.45238095238095233,0.7734056987788331,0.30000000000000004,40,0.42307692307692313,0.55,0.21052631578947367,0.34782608695652173,0.6206896551724137,,46,87,0.529,12,35,0.343,24,30,0.8,11,51,31,4,6,15,22,ATL,0.3793103448275862
52,52,2019-02-02,@,PHO,W,118,112,43,0.2777777777777777,0.6604938271604938,14,0.3695652173913043,0.6524663677130045,18,0.5,0.5820895522388059,0.7000000000000001,53,0.34615384615384615,0.30000000000000004,0.2631578947368421,0.9130434782608695,0.3103448275862069,,45,96,0.469,12,32,0.375,10,18,0.556,10,37,31,15,5,10,23,ATL,0.5517241379310344
53,53,2019-02-04,@,WAS,W,137,129,46,0.40740740740740744,0.638888888888889,20,0.5434782608695652,0.7914798206278029,25,0.5714285714285714,0.8127544097693351,0.6000000000000001,50,0.6538461538461539,0.35000000000000003,0.10526315789473684,0.3913043478260869,0.44827586206896547,,48,97,0.495,12,38,0.316,21,29,0.724,13,40,34,5,8,8,20,ATL,0.5172413793103449
54,54,2019-02-07,,TOR,L,101,119,36,0.20370370370370372,0.4691358024691358,16,0.4347826086956521,0.6950672645739913,13,0.47619047619047616,0.34871099050203525,0.30000000000000004,42,0.5,0.25,0.15789473684210525,0.608695652173913,0.5517241379310345,,40,87,0.46,13,40,0.325,26,33,0.788,12,50,29,6,2,8,23,ATL,0.4482758620689654
55,55,2019-02-09,,CHO,L,120,129,46,0.3148148148148149,0.7314814814814815,14,0.3913043478260869,0.6210762331838566,14,0.33333333333333326,0.6431478968792401,0.4,36,0.5384615384615384,0.5,0.15789473684210525,0.6521739130434782,0.3103448275862069,,48,88,0.545,19,42,0.452,14,18,0.778,10,37,30,12,7,13,17,ATL,0.1724137931034483
56,56,2019-02-10,,ORL,L,108,124,37,0.20370370370370372,0.5092592592592594,13,0.3695652173913043,0.5807174887892379,21,0.47619047619047616,0.7829036635006783,0.15,33,0.576923076923077,0.25,0.3157894736842105,0.34782608695652173,0.41379310344827586,,43,91,0.473,13,37,0.351,25,28,0.893,11,49,29,4,9,8,21,ATL,0.2413793103448275
57,57,2019-02-12,,LAL,W,117,113,40,0.42592592592592604,0.4228395061728395,16,0.5869565217391304,0.524663677130045,21,0.5,0.7394843962008142,0.20000000000000004,47,0.6538461538461539,0.4,0.3157894736842105,0.7391304347826086,0.5172413793103448,,41,95,0.432,14,40,0.35,17,25,0.68,10,44,25,10,6,15,24,ATL,0.689655172413793
58,58,2019-02-14,,NYK,L,91,106,33,0.40740740740740744,0.20061728395061718,10,0.5,0.26008968609865485,15,0.33333333333333326,0.7137042062415198,0.4,41,0.2692307692307693,0.4,0.21052631578947367,0.3913043478260869,0.5172413793103448,,38,84,0.452,12,31,0.387,18,26,0.692,11,52,21,9,9,14,22,ATL,0.34482758620689646
59,59,2019-02-22,,DET,L,122,125,43,0.35185185185185186,0.5895061728395062,20,0.5869565217391304,0.7376681614349776,16,0.33333333333333326,0.7856173677069198,0.4,47,0.34615384615384615,0.30000000000000004,0.21052631578947367,0.6521739130434782,0.5172413793103448,,46,95,0.484,15,40,0.375,18,28,0.643,10,44,20,11,4,8,21,ATL,0.5517241379310344
60,60,2019-02-23,,PHO,W,120,112,38,0.42592592592592604,0.3549382716049382,12,0.3913043478260869,0.48654708520179374,32,0.7857142857142856,0.7856173677069198,0.5000000000000001,50,0.3846153846153847,0.4,0.47368421052631576,0.4347826086956521,0.44827586206896547,,41,93,0.441,13,37,0.351,17,20,0.85,6,41,25,9,4,12,29,ATL,0.5862068965517241
61,61,2019-02-25,@,HOU,L,111,119,39,0.20370370370370372,0.5864197530864198,17,0.5,0.6726457399103141,16,0.4285714285714285,0.5875169606512889,0.4,41,0.34615384615384615,0.30000000000000004,0.3157894736842105,0.608695652173913,0.5172413793103448,,39,90,0.433,15,51,0.294,26,30,0.867,12,37,24,11,4,12,18,ATL,0.34482758620689646
62,62,2019-02-27,,MIN,W,131,123,46,0.7222222222222223,0.3950617283950616,12,0.30434782608695654,0.5986547085201794,27,0.6428571428571428,0.7883310719131613,0.8,65,0.7692307692307693,0.05,0.3157894736842105,0.3913043478260869,0.5517241379310345,,44,102,0.431,12,38,0.316,23,33,0.697,9,47,29,8,7,6,24,ATL,0.8965517241379309
63,63,2019-03-01,,CHI,L,161,168,61,1.0,0.611111111111111,22,0.9782608695652174,0.4932735426008969,17,0.47619047619047616,0.5658073270013569,0.35,59,0.8076923076923078,0.55,0.42105263157894735,0.7391304347826086,0.8620689655172413,,56,119,0.471,21,48,0.438,35,48,0.729,11,62,30,10,5,16,30,ATL,0.9999999999999999
64,64,2019-03-03,@,CHI,W,123,118,42,0.37037037037037046,0.5370370370370369,21,0.5869565217391304,0.7914798206278029,18,0.5476190476190476,0.5156037991858887,0.45000000000000007,46,0.6923076923076924,0.5,0.2631578947368421,0.4347826086956521,0.3103448275862069,,47,92,0.511,8,27,0.296,16,21,0.762,9,42,25,6,5,14,20,ATL,0.48275862068965514
65,65,2019-03-04,@,MIA,L,113,114,38,0.40740740740740744,0.37037037037037035,17,0.6739130434782609,0.5,20,0.47619047619047616,0.7286295793758482,0.7000000000000001,42,0.5,0.45,0.10526315789473684,0.4782608695652174,0.41379310344827586,,44,79,0.557,9,23,0.391,17,24,0.708,7,40,23,9,7,18,24,ATL,0.1724137931034483
66,66,2019-03-06,,SAS,L,104,111,36,0.42592592592592604,0.2870370370370371,13,0.608695652173913,0.3475336322869956,19,0.45238095238095233,0.7177747625508819,0.45000000000000007,47,0.34615384615384615,0.4,0.10526315789473684,0.4782608695652174,0.3103448275862069,,44,89,0.494,10,33,0.303,13,18,0.722,6,49,27,4,9,16,23,ATL,0.5172413793103449
67,67,2019-03-09,,BRK,L,112,114,39,0.6666666666666667,0.22530864197530864,8,0.5652173913043478,0.10762331838565026,26,0.6428571428571428,0.7462686567164178,0.8,57,0.3846153846153847,0.35000000000000003,0.10526315789473684,0.30434782608695654,0.9655172413793103,,33,86,0.384,15,44,0.341,33,54,0.611,15,54,21,7,3,14,23,ATL,0.6206896551724138
68,68,2019-03-10,,NOP,W,128,116,48,0.537037037037037,0.5925925925925924,17,0.4782608695652174,0.6995515695067267,15,0.30952380952380953,0.7734056987788331,0.4,56,0.6923076923076924,0.2,0.2631578947368421,0.26086956521739124,0.10344827586206895,,45,101,0.446,18,41,0.439,8,8,1.0,5,42,29,6,9,8,17,ATL,0.8620689655172414
69,69,2019-03-13,,MEM,W,132,111,52,0.6296296296296295,0.638888888888889,17,0.6521739130434783,0.5179372197309418,11,0.21428571428571427,0.7096336499321574,0.65,51,0.8846153846153847,0.45,0.47368421052631576,0.34782608695652173,0.5862068965517242,,38,89,0.427,14,40,0.35,21,26,0.808,9,35,28,8,6,14,17,ATL,0.5172413793103449
70,70,2019-03-16,@,BOS,L,120,129,43,0.574074074074074,0.40740740740740733,15,0.5434782608695652,0.5112107623318387,19,0.45238095238095233,0.7177747625508819,0.8500000000000001,50,0.576923076923077,0.55,0.2631578947368421,0.608695652173913,0.5517241379310345,,44,93,0.473,13,36,0.361,28,37,0.757,11,46,30,10,7,14,21,ATL,0.34482758620689646
71,71,2019-03-17,@,ORL,L,91,101,38,0.40740740740740744,0.37037037037037035,8,0.4347826086956521,0.1838565022421525,7,0.11904761904761904,0.592944369063772,0.30000000000000004,50,0.3076923076923077,0.4,0.15789473684210525,0.6521739130434782,0.6896551724137931,,33,85,0.388,9,37,0.243,26,33,0.788,10,55,21,12,3,14,15,ATL,0.7241379310344828
72,72,2019-03-19,,HOU,L,105,121,39,0.2777777777777777,0.5123456790123458,15,0.5434782608695652,0.5112107623318387,12,0.23809523809523805,0.7286295793758482,0.30000000000000004,45,0.6923076923076924,0.30000000000000004,0.05263157894736842,0.6956521739130435,0.4827586206896552,,40,78,0.513,19,47,0.404,22,30,0.733,6,37,28,13,2,14,17,ATL,0.5517241379310344
73,73,2019-03-21,,UTA,W,117,114,41,0.33333333333333326,0.5339506172839504,19,0.5434782608695652,0.73542600896861,16,0.4285714285714285,0.5875169606512889,0.35,43,0.5384615384615384,0.4,0.2631578947368421,0.5652173913043478,0.4827586206896552,,43,94,0.457,10,32,0.313,18,26,0.692,14,49,25,12,3,15,24,ATL,0.4482758620689654
74,74,2019-03-23,,PHI,W,129,127,49,0.6851851851851851,0.506172839506173,15,0.6956521739130433,0.3856502242152467,16,0.38095238095238093,0.6770691994572591,0.65,49,0.6153846153846155,0.4,0.3684210526315789,0.3913043478260869,0.5517241379310345,,42,91,0.462,10,23,0.435,33,39,0.846,14,52,21,7,4,13,15,ATL,0.4482758620689654
75,75,2019-03-26,@,NOP,W,130,120,44,0.5185185185185186,0.4814814814814815,19,0.782608695652174,0.5067264573991033,23,0.5,0.8439620081411126,0.35,41,0.6923076923076924,0.65,0.21052631578947367,0.5652173913043478,0.5862068965517242,,39,83,0.47,12,34,0.353,30,40,0.75,8,45,28,10,6,24,23,ATL,0.3793103448275862
76,76,2019-03-29,,POR,L,98,118,38,0.462962962962963,0.3271604938271605,9,0.5,0.20179372197309414,13,0.21428571428571427,0.9036635006784262,0.30000000000000004,41,0.3076923076923077,0.25,0.3684210526315789,0.30434782608695654,0.44827586206896547,,45,96,0.469,9,32,0.281,19,22,0.864,10,55,19,4,4,9,9,ATL,0.4137931034482759
